cf_timestamp_ms,host_monotonic_s,motion.outlierCount,motion.motion,motion.std
71491,1865.112489,0,176,2.0
71511,1865.132503,0,176,2.0
71531,1865.152488,0,176,2.0
71551,1865.172489,0,176,2.0
71571,1865.192488,0,176,2.0
71591,1865.212486,0,176,2.0
71611,1865.232491,0,176,2.0
71631,1865.252487,0,176,2.0
71651,1865.272484,0,48,2.0
71671,1865.292491,0,176,2.0
71691,1865.312483,0,48,2.0
71711,1865.332494,0,176,2.0
71731,1865.352481,0,176,2.0
71751,1865.372483,0,176,2.0
71771,1865.391487,0,176,2.0
71791,1865.411483,0,176,2.0
71811,1865.431486,0,48,2.0
71831,1865.451480,0,176,2.0
71851,1865.471483,0,176,2.0
71871,1865.491486,0,176,2.0
71891,1865.511481,0,48,2.0
71911,1865.531437,0,176,2.0
71931,1865.551445,0,176,2.0
71951,1865.571440,0,176,2.0
71971,1865.591453,0,176,2.0
71991,1865.611444,0,176,2.0
72011,1865.631446,0,176,2.0
72031,1865.651447,0,176,2.0
72051,1865.671447,0,176,2.0
72071,1865.691450,0,176,2.0
72091,1865.711444,0,176,2.0
72111,1865.731447,0,176,2.0
72131,1865.751445,0,48,2.0
72151,1865.771449,0,48,2.0
72171,1865.791457,0,176,2.0
72191,1865.811442,0,176,2.0
72211,1865.831722,0,176,2.0
72231,1865.852026,0,176,2.0
72251,1865.872026,0,176,2.0
72271,1865.892021,0,176,2.0
72291,1865.912027,0,176,2.0
72311,1865.932023,0,176,2.0
72331,1865.952018,0,48,2.0
72351,1865.972028,0,176,2.0
72371,1865.992064,0,176,2.0
72391,1866.012058,0,176,2.0
72411,1866.032068,0,176,2.0
72431,1866.052054,0,176,2.0
72451,1866.072052,0,48,2.0
72471,1866.092057,0,176,2.0
72491,1866.112023,0,176,2.0
72511,1866.132070,0,176,2.0
72531,1866.152049,0,176,2.0
72551,1866.172056,0,176,2.0
72571,1866.191476,0,176,2.0
72591,1866.211464,0,176,2.0
72611,1866.231463,0,176,2.0
72631,1866.251462,0,48,2.0
72651,1866.271466,0,176,2.0
72671,1866.291475,0,176,2.0
72691,1866.311464,0,176,2.0
72711,1866.331460,0,176,2.0
72731,1866.351458,0,176,2.0
72751,1866.371462,0,176,2.0
72771,1866.391457,0,176,2.0
72791,1866.411461,0,176,2.0
72811,1866.431461,0,48,2.0
72831,1866.451458,0,176,2.0
72851,1866.471461,0,176,2.0
72871,1866.491469,0,176,2.0
72891,1866.511455,0,176,2.0
72911,1866.531458,0,176,2.0
72931,1866.551457,0,176,2.0
72951,1866.571458,0,48,2.0
72971,1866.591458,0,48,2.0
72991,1866.611461,0,176,2.0
73011,1866.631455,0,176,2.0
73031,1866.650451,0,176,2.0
73051,1866.670453,0,48,2.0
73071,1866.690461,0,176,2.0
73091,1866.710457,0,176,2.0
73111,1866.730455,0,176,2.0
73131,1866.750452,0,176,2.0
73151,1866.770457,0,176,2.0
73171,1866.790452,0,176,2.0
73191,1866.810445,0,176,2.0
73211,1866.830462,0,48,2.0
73231,1866.850453,0,176,2.0
73251,1866.870449,0,176,2.0
73271,1866.891500,0,176,2.0
73291,1866.910491,0,176,2.0
73311,1866.930454,0,176,2.0
73331,1866.950447,0,176,2.0
73351,1866.970491,0,176,2.0
73371,1866.990465,0,176,2.0
73391,1867.010493,0,48,2.0
73411,1867.030451,0,176,2.0
73431,1867.050450,0,176,2.0
73451,1867.070492,0,176,2.0
73471,1867.090481,0,176,2.0
73491,1867.110480,0,176,2.0
73511,1867.130454,0,176,2.0
73531,1867.150465,0,176,2.0
73551,1867.170488,0,176,2.0
73571,1867.190454,0,176,2.0
73591,1867.210480,0,48,2.0
73611,1867.230451,0,176,2.0
73631,1867.250465,0,48,2.0
73651,1867.270480,0,176,2.0
73671,1867.290445,0,176,2.0
73691,1867.310511,0,176,2.0
73711,1867.330452,0,176,2.0
73731,1867.350440,0,176,2.0
73751,1867.370480,0,176,2.0
73771,1867.390467,0,176,2.0
73791,1867.410453,0,176,2.0
73811,1867.430441,0,176,2.0
73831,1867.450437,0,176,2.0
73851,1867.470479,0,176,2.0
73871,1867.490442,0,176,2.0
73891,1867.510452,0,176,2.0
73911,1867.530448,0,176,2.0
73931,1867.550435,0,48,2.0
73951,1867.570436,0,176,2.0
73971,1867.590449,0,48,2.0
73991,1867.610452,0,176,2.0
74011,1867.630432,0,176,2.0
74031,1867.650429,0,176,2.0
74051,1867.670434,0,176,2.0
74071,1867.690433,0,176,2.0
74091,1867.710430,0,48,2.0
74111,1867.730432,0,176,2.0
