Timestamp,sensorFilter.flowLocal,sensorFilter.surfBaroD,sensorFilter.surfCand,sensorFilter.surfOffset,sensorFilter.surfReason,sensorFilter.surfState
4981800,0,0.0,0.0,0.0,0,0
4981820,0,0.0,0.0,0.0,0,0
4981840,0,0.0,0.0,0.0,0,0
4981860,0,0.0,0.0,0.0,0,0
4981880,0,0.0,0.0,0.0,0,0
4981900,0,0.0,0.0,0.0,0,0
4981920,0,0.0,0.0,0.0,0,0
4981940,0,0.0,0.0,0.0,0,0
4981960,0,0.0,0.0,0.0,0,0
4981980,0,0.0,0.0,0.0,0,0
4982000,0,0.0,0.0,0.0,0,0
4982020,0,0.0,0.0,0.0,0,0
4982040,0,0.0,0.0,0.0,0,0
4982060,0,0.0,0.0,0.0,0,0
4982080,0,0.0,0.0,0.0,0,0
4982100,0,0.0,0.0,0.0,0,0
4982120,0,0.0,0.0,0.0,0,0
4982140,0,0.0,0.0,0.0,0,0
4982160,0,0.0,0.0,0.0,0,0
4982180,0,0.0,0.0,0.0,0,0
4982200,0,0.0,0.0,0.0,0,0
4982220,0,0.0,0.0,0.0,0,0
4982240,0,0.0,0.0,0.0,0,0
4982260,0,0.0,0.0,0.0,0,0
4982280,0,0.0,0.0,0.0,0,0
4982300,0,0.0,0.0,0.0,0,0
4982320,0,0.0,0.0,0.0,0,0
4982340,0,0.0,0.0,0.0,0,0
4982360,0,0.0,0.0,0.0,0,0
4982380,0,0.0,0.0,0.0,0,0
4982400,0,0.0,0.0,0.0,0,0
4982420,0,0.0,0.0,0.0,0,0
4982440,0,0.0,0.0,0.0,0,0
4982460,0,0.0,0.0,0.0,0,0
4982480,0,0.0,0.0,0.0,0,0
4982500,0,0.0,0.0,0.0,0,0
4982520,0,0.0,0.0,0.0,0,0
4982540,0,0.0,0.0,0.0,0,0
4982560,0,0.0,0.0,0.0,0,0
4982580,0,0.0,0.0,0.0,0,0
4982600,0,0.0,0.0,0.0,0,0
4982620,0,0.0,0.0,0.0,0,0
4982640,0,0.0,0.0,0.0,0,0
4982660,0,0.0,0.0,0.0,0,0
4982680,0,0.0,0.0,0.0,0,0
4982700,0,0.0,0.0,0.0,0,0
4982720,0,0.0,0.0,0.0,0,0
4982740,0,0.0,0.0,0.0,0,0
4982760,0,0.0,0.0,0.0,0,0
4982780,0,0.0,0.0,0.0,0,0
4982800,0,0.0,0.0,0.0,0,0
4982820,0,0.0,0.0,0.0,0,0
4982840,0,0.0,0.0,0.0,0,0
4982860,0,0.0,0.0,0.0,0,0
4982880,0,0.0,0.0,0.0,0,0
4982900,0,0.0,0.0,0.0,0,0
4982920,0,0.0,0.0,0.0,0,0
4982940,0,0.0,0.0,0.0,0,0
4982960,0,0.0,0.0,0.0,0,0
4982980,0,0.0,0.0,0.0,0,0
4983000,0,0.0,0.0,0.0,0,0
4983020,0,0.0,0.0,0.0,0,0
4983040,0,0.0,0.0,0.0,0,0
4983060,0,0.0,0.0,0.0,0,0
4983080,0,0.0,0.0,0.0,0,0
4983100,0,0.0,0.0,0.0,0,0
4983120,0,0.0,0.0,0.0,0,0
4983140,0,0.0,0.0,0.0,0,0
4983160,0,0.0,0.0,0.0,0,0
4983180,0,0.0,0.0,0.0,0,0
4983200,0,0.0,0.0,0.0,0,0
4983220,0,0.0,0.0,0.0,0,0
4983240,0,0.0,0.0,0.0,0,0
4983260,0,0.0,0.0,0.0,0,0
4983280,0,0.0,0.0,0.0,0,0
4983300,0,0.0,0.0,0.0,0,0
4983320,0,0.0,0.0,0.0,0,0
4983340,0,0.0,0.0,0.0,0,0
4983360,0,0.0,0.0,0.0,0,0
4983380,0,0.0,0.0,0.0,0,0
4983400,0,0.0,0.0,0.0,0,0
4983420,0,0.0,0.0,0.0,0,0
4983440,0,0.0,0.0,0.0,0,0
4983460,0,0.0,0.0,0.0,0,0
4983480,0,0.0,0.0,0.0,0,0
4983500,0,0.0,0.0,0.0,0,0
4983520,0,0.0,0.0,0.0,0,0
4983540,0,0.0,0.0,0.0,0,0
4983560,0,0.0,0.0,0.0,0,0
4983580,0,0.0,0.0,0.0,0,0
4983600,0,0.0,0.0,0.0,0,0
4983620,0,0.0,0.0,0.0,0,0
4983640,0,0.0,0.0,0.0,0,0
4983660,0,0.0,0.0,0.0,0,0
4983680,0,0.0,0.0,0.0,0,0
4983700,0,0.0,0.0,0.0,0,0
4983720,0,0.0,0.0,0.0,0,0
4983740,0,0.0,0.0,0.0,0,0
4983760,0,0.0,0.0,0.0,0,0
4983780,0,0.0,0.0,0.0,0,0
4983800,0,0.0,0.0,0.0,0,0
4983820,0,0.0,0.0,0.0,0,0
4983840,0,0.0,0.0,0.0,0,0
4983860,0,0.0,0.0,0.0,0,0
4983880,0,0.0,0.0,0.0,0,0
4983900,0,0.0,0.0,0.0,0,0
4983920,0,0.0,0.0,0.0,0,0
4983940,0,0.0,0.0,0.0,0,0
4983960,0,0.0,0.0,0.0,0,0
4983980,0,0.0,0.0,0.0,0,0
4984000,0,0.0,0.0,0.0,0,0
4984020,0,0.0,0.0,0.0,0,0
4984040,0,0.0,0.0,0.0,0,0
4984060,0,0.0,0.0,0.0,0,0
4984080,0,0.0,0.0,0.0,0,0
4984100,0,0.0,0.0,0.0,0,0
4984120,0,0.0,0.0,0.0,0,0
4984140,0,0.0,0.0,0.0,0,0
4984160,0,0.0,0.0,0.0,0,0
4984180,0,0.0,0.0,0.0,0,0
4984200,0,0.0,0.0,0.0,0,0
4984220,0,0.0,0.0,0.0,0,0
4984240,0,0.0,0.0,0.0,0,0
4984260,0,0.0,0.0,0.0,0,0
4984280,0,0.0,0.0,0.0,0,0
4984300,0,0.0,0.0,0.0,0,0
4984320,0,0.0,0.0,0.0,0,0
4984340,0,0.0,0.0,0.0,0,0
4984360,0,0.0,0.0,0.0,0,0
4984380,0,0.0,0.0,0.0,0,0
4984400,0,0.0,0.0,0.0,0,0
4984420,0,0.0,0.0,0.0,0,0
4984440,0,0.0,0.024097323417663574,0.0,2,1
4984460,0,0.0,0.024097323417663574,0.0,2,1
4984480,0,0.027339935302734375,0.03811269998550415,0.0,2,1
4984500,0,0.027339935302734375,0.03811269998550415,0.0,2,1
4984520,0,0.1257638931274414,0.047164738178253174,0.0,8,1
4984540,0,0.1257638931274414,0.047164738178253174,0.0,8,1
4984560,0,0.1257638931274414,0.047164738178253174,0.0,8,1
4984580,0,0.11482810974121094,0.06210893392562866,0.0,7,1
4984600,0,0.11482810974121094,0.06210893392562866,0.0,7,1
4984620,0,0.2515287399291992,0.06512308120727539,0.0,8,1
4984640,0,0.2515287399291992,0.06512308120727539,0.0,8,1
4984660,0,0.1722421646118164,0.07220524549484253,0.0,7,1
4984680,0,0.1722421646118164,0.07220524549484253,0.0,7,1
4984700,0,0.18044471740722656,0.08313661813735962,0.0,7,1
4984720,0,0.18044471740722656,0.08313661813735962,0.0,7,1
4984740,0,0.1695079803466797,0.08808651566505432,0.0,8,1
4984760,0,0.1695079803466797,0.08808651566505432,0.0,8,1
4984780,0,0.1531047821044922,0.08807533979415894,0.0,8,1
4984800,0,0.1531047821044922,0.08807533979415894,0.0,8,1
4984820,0,0.027339935302734375,0.09607437252998352,0.0,6,1
4984840,0,0.027339935302734375,0.09607437252998352,0.0,6,1
4984860,0,-0.1394357681274414,0.09608340263366699,0.0,8,1
